,x,y,color,label,src
10,-0.943415810297,1.98417121429,#b07866,"skin, psoriasis, forearm, volar, surface, material, organic, terrestrial, allergy, press, prick, lightly, ige, nylon, finland, soil, elbow, hand, cutaneous, normal",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/10.png
11,2.99334657478,3.77119256064,#eddcb4,"sediment, gut, gallstone, oil, isolate, marine, fungus, marsh, coastal, frog, depth, ulcerative, kunming, patient, intestine, beetle, nest, black, sand, stool",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/11.png
12,-6.9501151707,2.6781029914,#eddcb4,"gut, feces, swine, gram, freshly, void, rumen, offspring, pig, female, sus, bubalis, male, new, domesticus, scrofa, sow, techstart, amish, fast",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/12.png
13,2.63166080564,-1.11741000894,#a7864f,"hydrocarbon, water, tail, pond, oil, methanogenic, methanogen, anaerobic, isolate, without, sand, transport, downstream, alberta, acetogens, injection, phase, reactor, transfer, follow",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/13.png
14,1.95962147745,-2.63331985014,#44303a,"sediment, marine, sponge, mat, spring, hot, coastal, marsh, sea, hydrothermal, bay, canada, new, vent, lagoon, seep, seawater, cyanobacterial, soil, ancorina",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/14.png
15,4.35006287541,3.38275919824,#eddbb3,"gut, healthy, kwashiorkor, fecal, twin, malawian, discordant, mbiza, chamba, mayaka, faecal, ant, yogurt, garden, makwhira, mother, zeteki, feline, massey, trachymyrmex",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/15.png
16,1.04905679244,-4.72429905026,#27120a,"root, endophyte, compartment, rhizosphere, farm, developmental, plate, leaf, old, germany, yng, mason, arabidopsis, relative, arable, greenhouse, loam, maize, bind, seedling",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/16.png
17,4.66550196499,1.00465944628,#ffffff,"vaginal, female, participant, cervix, introitus, urine, urethral, norway, become, hole, digester, wildlife, vary, macroalgae, sort, emplace, fin, february, columbia, nitrogen",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/17.png
18,1.30535198616,-0.368967981127,#2e6362,"marine, water, ocean, oxygen, minimum, zone, pacific, seawater, sea, northeast, subarctic, station, bioreactor, gut, top, chile, south, picoplankton, archaea, southern",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/18.png
19,0.173374053675,-0.0873495878696,#aa9c8c,"acinetobacter, wastewater, sewage, urban, infrastructure, water, geographic, influent, whole, homo, sapiens, adult, home, mosquito, fish, sewer, dominate, trichococcus, forest, czech",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/19.png
20,3.1116465295,2.33008291252,#eddbb4,"gut, male, feces, fecal, female, disease, participant, esophageal, amish, administration, crohn, cessation, development, adenocarcinoma, probiotic, obesity, mouse, vancomycin, healthy, canine",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/20.png
21,3.34228937493,0.769804226908,#ffffff,"mouse, gut, fecal, gnotobiotic, recipient, mine, pellet, healthy, kwashiorkor, diet, tail, malawian, discordant, transplant, twin, america, malawi, metalliferous, communtiy, itags",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/21.png
22,0.0385168319355,0.999479894191,#f5ffff,"pig, intestinal, feces, horse, bubalus, rumen, gut, swine, large, content, kingdom, horsegut, scrap, livestock, fluid, colon, antibiotic, digesta, feed, bovine",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/22.png
23,-6.23400544123,-3.44816293627,#ffffff,"mouse, fecal, gut, gnotobiotic, kwashiorkor, pellet, recipient, healthy, america, discordant, twin, malawian, transplant, diet, malawi, last, childbirth, mbiza, since, natural",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/23.png
24,-5.49639688403,-4.4791616792,#271209,"rhizosphere, developmental, plate, farm, mason, soil, root, young, appearance, leaf, clayton, yng, old, plant, truncatula, meliloti, medicago, isolation, ribominus, aeroponic",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/24.png
25,2.9463995586,0.843176281345,#3e5d36,"phyllosphere, field, sativa, lettuce, material, salina, tower, plant, agricultural, green, romain, valley, sprinkler, drip, inocneg, ant, inocpos, rinse, olive, spinach",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/25.png
26,0.16465152155,-1.8517275229,#342617,"water, freshwater, river, lake, mississippi, activate, ppm, sediment, fresh, plant, minnesota, sludge, wastewater, triclosan, aerobic, surface, separate, ice, aquatic, greenland",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/26.png
27,4.01117430691,-0.4298873426,#ffffff,"vaginal, female, participant, water, coral, reef, baltic, sea, acropora, hemprichii, marine, atkim, organic, parallele, river, arabia, saudi, material, fore, near",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/27.png
28,3.65633325655,2.78199042814,#3a4129,"spring, hot, dental, calculus, biofilm, oral, product, revolution, calcify, neolithic, ancient, industrial, dietary, terrestrial, plaque, archaeological, lake, germany, sediment, great",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/28.png
29,3.24064086116,-1.50014290677,#7ab05f,"lettuce, arable, grossbeeren, soil, sediment, nematode, carboxylate, brazoria, barn, biopurification, swallow, inoculum, seedling, diluvial, fermentation, adhere, loess, national, juvenile, freeze",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/29.png
30,-2.54768157251,3.20385246433,#b07866,"male, disease, dermatitis, atopic, participant, skin, nare, female, immunodeficiency, fossa, forearm, volar, perianal, seat, popliteal, swab, indoor, house, toilet, vaginal",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/30.png
31,-6.18270746489,4.92678970513,#b07866,"atopic, dermatitis, disease, skin, male, immunodeficiency, participant, antecubital, fossa, female, forearm, volar, crease, retroauricular, sapiens, psoriasis, homo, plantar, palm, back",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/31.png
32,3.55706058708,-2.0885735633,#596357,"lake, sand, beach, sediment, open, surface, alabama, fermentation, aquatic, hypersaline, dauphin, olive, penguin, digester, grand, tamarix, aphylla, soda, faecal, kakapo",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/32.png
33,-0.53929214169,-1.11934485725,#545c4a,"beach, sand, sediment, surface, marine, sea, coast, gulf, oil, deep, follow, hot, foreshore, sunny, calm, arctic, mat, ocean, submerge, sponge",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/33.png
34,0.267985623469,-3.98737614676,#828a56,"soil, forest, peat, wood, temperate, finland, coniferous, ant, cube, spruce, norway, isolate, tea, fungus, tree, garden, scot, tropical, natural, nest",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/34.png
35,1.66233473958,-1.53892187255,#ffffff,"baltic, marine, freshwater, lake, water, brown, tissue, vesiculosus, algal, fucus, epibacterial, depth, sea, mystic, kiel, macroalgae, epibacteria, aquatic, western, epibiont",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/35.png
36,-6.1204605372,0.455097525288,#eadece,"america, hand, dog, psoriasis, restroom, surface, door, indoor, skin, organismal, pet, house, home, sand, handle, swab, toilet, trim, cutaneous, female",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/36.png
37,2.70321370991,-4.94515633328,#1f2011,"sludge, spring, anaerobic, wastewater, bioreactor, plant, sediment, activate, hot, canada, reactor, oil, contaminate, biofilm, pond, aquifer, mat, biofilms, new, digester",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/37.png
38,1.91317584875,5.35130459278,#d2b1ba,"oral, male, development, america, esophageal, plaque, adenocarcinoma, adolescent, airway, supragingival, patient, dental, adult, kingdom, biofilm, gingivitis, homo, superficial, swab, sapiens",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/38.png
39,-2.47417657029,7.81729546891,#d3b2bc,"oral, female, participant, male, esophageal, adenocarcinoma, development, gingiva, saliva, vaginal, foregut, cavity, mzsubject, twin, longitudinal, adolescent, esophagus, lung, america, stomach",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/39.png
40,-2.53272218979,-0.695175851458,#eddcb4,"gut, stool, america, sapiens, homo, china, mother, abdominal, recurrent, esophageal, pain, flatus, development, child, father, spain, adenocarcinoma, continental, south, province",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/40.png
41,3.64241208234,1.63961749373,#ffffff,"mouse, kwashiorkor, fecal, gnotobiotic, recipient, pellet, diet, gut, malawian, discordant, twin, america, transplant, malawi, probiotic, administration, crude, vaginal, division, rattlesnake",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/41.png
42,1.3124090615,1.37344882697,#fffcf7,"patient, lung, water, oil, push, refrigerator, ant, forest, body, reservoir, broadleaf, methanogen, indoor, edge, transport, low, production, sputum, downstream, airway",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/42.png
43,-3.11842619975,-4.44678528029,#d19773,"soil, rhizosphere, field, ant, garden, fungus, potato, trachymyrmex, juvenile, arable, desert, septentionalis, aluvial, july, loam, sandy, response, rewetting, consistent, dessication",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/43.png
44,8.45942035173,-0.444996480877,#ffffff,"female, vaginal, participant, gut, vancomycin, wild, ileal, cervix, creosote, introitus, feed, urine, neotoma, mouse, knockout, cessation, healthy, chicken, diet, naive",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/44.png
45,2.93042732382,5.40129761924,#ffffff,"gingiva, male, participant, female, leave, neonatal, skin, hand, smoker, adult, faeces, right, isolate, gallstone, follow, horse, apterus, offspring, pyrrhcoris, child",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/45.png
46,3.27325534006,-6.13803514891,#ffffff,"mouse, gut, mycobacterium, tuberculosis, stool, feces, maryland, mu, diet, musculus, cecal, milk, matrix, delivery, probiotic, cecum, old, wild, shanghai, field",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/46.png
47,0.695909780734,2.7822110965,#aa9752,"dog, healthy, america, pet, adult, cavity, oral, canine, canal, dry, pulp, hound, diet, potato, vegetarian, faecal, beagle, raw, mother, dogfood",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/47.png
48,3.9604977014,4.81146221099,#eddcb4,"gut, male, ulcerative, colitis, infant, role, develop, succession, pig, effluent, intestinal, horse, intestine, large, biopsy, distal, ileostoma, scrap, ileum, terrestrial",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/48.png
49,4.46207027593,-1.53295737385,#3f5e37,"biofilm, phyllosphere, sativa, drink, field, copper, albopictus, aedes, water, pneumophila, valley, old, plant, material, romain, reactor, agricultural, coupon, plumb, green",file:///Users/suzukishinya/Dropbox/MBA_sync/program/frontend/LEA/dist/data/49.png
